Hugo_Symbol	Entrez_Gene_Id	GTEX-13NYB-1726-SM-5N9G2	GTEX-QDVN-1626-SM-48TZC	GTEX-ZYT6-2226-SM-5GIC9	GTEX-11TTK-1926-SM-5PNW8	GTEX-ZC5H-1726-SM-5HL7X	GTEX-ZVZP-0926-SM-5GIDB	GTEX-P4QS-1126-SM-3NMD5	GTEX-RN64-1626-SM-48FD7	GTEX-ZYFG-1626-SM-5GZYY	GTEX-N7MS-1626-SM-3LK5F	GTEX-13OW6-1826-SM-5N9F9	GTEX-T5JC-1526-SM-4DM68	GTEX-ZLFU-0926-SM-5P9F8	GTEX-1497J-0826-SM-5NQAJ	GTEX-13112-2126-SM-5GCO4	GTEX-UPIC-1126-SM-4IHLO	GTEX-145MN-0326-SM-5QGQI	GTEX-13O1R-2526-SM-5N9FW	GTEX-11GS4-2326-SM-5A5KS	GTEX-13OVI-1126-SM-5KLZF	GTEX-XPVG-0526-SM-4B65N	GTEX-13OVL-1826-SM-5KLZR	GTEX-QLQW-1626-SM-4R1K1	GTEX-12696-0926-SM-5FQTV	GTEX-1399S-0526-SM-5IJG8	GTEX-147F4-2626-SM-5Q5CS	GTEX-13RTJ-2226-SM-5S2Q1	GTEX-Y5V6-2026-SM-5IFHO	GTEX-NPJ8-2226-SM-3TW8D	GTEX-11OF3-1326-SM-5N9FJ	GTEX-ZYFD-1526-SM-5NQ7T	GTEX-12WSG-0826-SM-5EQ5A
HCN2	610	10	27.44	53.95	7.75	94.01	2.84	136.19	1.53	23.59	46.18	13.22	54.33	1.41	10.24	16.51	39.22	5.32	17	138.1	5.54	15.45	16.75	3.92	7.28	0.39	21.63	124.37	119.26	1.19	36.79	231.32	57.89
GGA1	26088	497	753.83	890.44	656.11	1059.11	896.64	607.87	1844.76	679.29	486.75	669.92	514.56	854.13	872.1	1519.15	1081.39	728.11	518.15	764.36	836.53	866.07	1242.34	836.53	836.53	860.08	830.75	866.07	536.45	902.89	490.14	595.34	1051.79
PTPRK	5796	226.54	497	389.72	764.36	297.17	599.49	500.46	579.04	688.78	130.6	303.44	343.89	500.46	486.75	358.54	403.5	728.11	480.04	595.34	1044.52	547.75	395.18	909.17	647.07	540.19	753.83	409.15	629.35	232.94	232.94	211.31	753.83
PLCE1	51196	299.25	32.13	15.45	148.09	86.43	43.63	75.11	88.26	49.21	305.55	228.13	264.03	28.45	137.14	23.76	100.83	96.68	72.52	186.4	111.99	165.57	48.52	89.51	26.67	82.29	167.9	281.09	90.77	197.09	180.02	532.74	127
SELRC1	0	358.54	356.05	176.29	117.6	157.68	231.32	303.44	120.94	320.8	514.56	246.28	226.54	229.72	273.37	130.6	265.87	275.28	205.5	265.87	271.48	417.77	198.47	414.87	275.28	277.2	158.79	120.1	358.54	218.79	164.42	214.27	264.03
HEXDC	284004	332.14	329.84	796.86	341.51	934.76	417.77	295.11	1001.93	301.33	242.88	420.68	341.51	599.49	454.09	1340.84	366.09	420.68	170.25	246.28	334.46	341.51	961.07	224.97	429.54	651.58	406.31	708.18	373.81	947.83	336.79	334.46	616.37
PSORS1C2	170680	0.36	0	0.37	21.63	1.91	21.32	3.96	2.94	3.06	0.15	0	0	1.04	3.47	0.88	1.04	0	0	1.01	3.29	2.41	0.74	3.47	1.68	0.57	7.88	0.31	0.87	3.11	0	0	1.83
PLCXD3	345557	470.14	55.1	1.6	17.64	23.93	66.65	105.89	60.39	41.81	136.19	34.02	20.71	285.03	43.32	9.41	35	31.22	34.26	62.56	348.71	214.27	73.54	125.24	205.5	130.6	173.85	63.45	109.66	239.52	97.36	2.01	229.72
AHSA1	10598	3564.78	1447.15	2090.03	1685.71	4512.4	2240.11	1844.76	2451.44	2451.44	3742.05	2224.63	2209.26	1819.35	2319.15	2520.38	1529.73	1977.24	2997.45	2502.97	1651	1857.6	1963.57	2796.65	2032.85	2255.7	2573.36	2351.53	3081.75	5041.77	2351.53	6561.36	3018.3
CAMSAP1	157922	77.25	82.29	117.6	273.37	106.63	166.73	107.38	173.85	161.02	106.63	81.14	103.69	117.6	123.5	167.9	176.29	141.02	234.57	132.44	229.72	143.01	144.01	211.31	256.78	212.78	194.36	108.14	152.28	81.14	59.97	105.89	161.02
FAM207A	85395	426.57	417.77	409.15	384.34	303.44	450.94	277.2	181.28	444.72	642.59	228.13	289.02	403.5	480.04	295.11	297.17	441.64	500.46	229.72	194.36	486.75	221.86	890.44	403.5	353.59	198.47	343.89	277.2	567.1	299.25	289.02	379.04
TRMT112	51504	8718.32	3190.46	5954.47	6983.79	5076.84	4298.64	3716.2	3982.99	3901.01	10296.45	5441.3	5555.65	4010.71	4066.71	4937.99	4038.61	3716.2	5954.47	4575.41	4038.61	3564.78	5329.3	6037.61	4066.71	4419.52	5112.16	6792.79	4736.79	7695.57	7180.15	4066.71	5555.65
ADAMTSL2	9719	187.71	429.54	928.3	249.73	148.09	1369.04	713.11	2417.67	890.44	193.01	120.94	76.17	1551.09	111.21	1104.13	232.94	283.05	169.07	599.49	131.51	400.71	1167.14	466.88	896.64	684.02	1073.91	518.15	212.78	638.15	320.8	131.51	287.01
TRIM25	7706	201.25	181.28	113.56	463.65	273.37	325.29	209.84	366.09	226.54	123.5	265.87	138.1	214.27	353.59	173.85	251.48	287.01	842.36	289.02	507.46	332.14	189.02	457.25	206.94	493.56	325.29	126.12	275.28	251.48	149.12	466.88	251.48
TMCO4	255104	392.44	629.35	813.63	379.04	543.96	511	633.73	836.53	884.29	417.77	500.46	214.27	500.46	521.76	1397.83	684.02	647.07	271.48	866.07	395.18	486.75	878.17	450.94	974.5	466.88	1340.84	713.11	563.18	698.41	647.07	518.15	1467.37
IL36G	56300	0	5.28	1.19	0	0	1.1	0.48	0.93	4.94	0	2.18	0	0.57	0	0	1.06	0	0	0	0.61	0.64	1.01	1.71	0.58	0	0	0.84	0.91	0	0	0	1.17
FSD1	79187	5.5	5.36	24.11	8.85	14.67	19.39	3.63	38.4	9.27	16.51	12.74	1.77	63.45	4.03	12.64	4.66	5.96	0	11.47	18.03	1.35	26.28	6.16	3.41	38.12	11.13	33.78	12.93	36.01	21.32	4.28	0
GDF9	2661	21.63	33.06	63.89	12.27	14.45	15.22	7.57	36.53	21.94	28.04	24.46	12.93	10.31	14.24	113.56	25.54	19.82	10.96	11.55	22.75	14.56	116.78	34.26	33.06	16.15	30.34	11.38	20.11	13.93	16.75	19.68	9.93
MVD	4597	343.89	660.68	466.88	397.93	1001.93	624.99	759.08	450.94	633.73	334.46	307.69	830.75	651.58	457.25	438.59	674.59	612.11	423.61	775.05	301.33	633.73	403.5	417.77	363.56	529.06	379.04	559.28	417.77	532.74	435.55	825	320.8
GADD45A	1647	2739.08	5954.47	902.89	3349.13	2224.63	1697.45	5403.7	708.18	2720.15	2400.97	2148.82	8598.28	1950	4419.52	703.28	1794.29	3039.3	3589.58	2367.9	2163.77	2119.22	1216.75	1923.14	872.1	1529.73	1331.57	3325.99	3325.99	4066.71	2384.37	2075.59	2319.15
C16orf70	80262	329.84	503.95	236.21	199.85	314.17	318.57	426.57	353.59	279.14	295.11	295.11	400.71	366.09	466.88	248	318.57	320.8	228.13	201.25	334.46	450.94	275.28	323.03	275.28	323.03	327.56	255	435.55	223.41	267.73	141.02	343.89
ZFHX3	463	35	46.84	137.14	88.26	49.56	108.9	69.52	218.79	232.94	77.79	68.55	64.34	86.43	87.03	182.55	154.42	113.56	98.04	126.12	214.27	128.79	187.71	128.79	221.86	102.97	166.73	81.71	72.52	155.5	56.68	90.77	88.88
ZNF625	90589	27.44	28.86	101.54	11.3	79.45	51.35	46.5	111.21	79.45	45.53	60.82	62.56	37.05	78.89	64.8	31.9	45.53	74.58	33.78	57.89	58.3	105.15	48.52	197.09	35	62.12	37.85	38.12	79.45	223.41	37.32	59.13
ZNF672	79894	297.17	423.61	543.96	547.75	651.58	412	460.44	507.46	503.95	403.5	325.29	674.59	406.31	503.95	629.35	536.45	567.1	271.48	679.29	283.05	400.71	417.77	426.57	536.45	397.93	368.65	633.73	529.06	406.31	417.77	819.3	599.49
UBIAD1	29914	180.02	237.86	271.48	204.07	173.85	346.29	267.73	244.57	303.44	226.54	175.07	145.02	299.25	291.04	336.79	293.07	291.04	275.28	224.97	305.55	260.38	273.37	384.34	323.03	318.57	299.25	209.84	204.07	134.3	214.27	273.37	249.73
DEDD2	162989	551.56	376.41	703.28	470.14	854.13	543.96	423.61	603.67	500.46	684.02	457.25	651.58	728.11	435.55	759.08	567.1	579.04	830.75	669.92	764.36	529.06	591.22	463.65	629.35	629.35	543.96	620.67	575.03	825	587.13	1508.65	460.44
ASMT	438	1.31	0.02	0	2.73	0.83	1.48	0.32	0.14	0.42	6.41	0.78	0.99	1	0	1.91	0.53	1.01	3.23	0.68	1.41	0.64	1.23	0	0.39	1.16	0.21	4.17	0.58	0.61	0.37	3.08	0
KLRB1	3820	8.13	27.25	28.86	46.84	31.9	96.01	13.42	72.01	10.31	21.94	15.34	32.59	142.01	3.66	20.11	15	18.16	15.8	57.89	201.25	13.83	17.9	9.48	6.11	170.25	206.94	31.45	10.39	120.1	13.22	23.08	9.78
ATP13A3	79572	638.15	1015.93	1030.12	3257.52	890.44	974.5	961.07	1397.83	1159.07	249.73	1119.56	902.89	1183.45	1583.71	738.29	981.29	1051.79	4066.71	2061.24	1674.06	1259.69	830.75	2061.24	1259.69	988.12	1259.69	718.08	1096.5	341.51	599.49	1572.76	1216.75
OR2L13	284521	1.25	0	0	2.94	0	0	0.82	2.51	5.11	0	0	0	0	0	0	0	0	0	0.91	1.2	0	0	0	0	2.76	0	0	0	0	4.5	0	0
HOXD11	3237	28.65	8.71	339.14	525.39	94.67	172.65	14.35	1508.65	136.19	57.49	64.8	28.04	182.55	10.71	825	45.85	109.66	41.22	124.37	366.09	59.13	480.04	38.95	361.04	153.34	497	229.72	23.59	836.53	157.68	81.71	37.85
HDGFL1	154150	0.06	0.33	0.37	0.42	0.4	0	0	0.51	0.18	0	0	0.49	0.04	0	0.47	0	0	0.09	0.39	0	0.8	0.22	0	0.16	0.28	0	0	0	0	0	0	0
TSPAN12	23554	1936.53	4543.8	5041.77	587.13	860.08	1844.76	1963.57	2384.37	4671.57	2627.46	1769.57	2319.15	1437.15	4152.18	4066.71	2664.15	4869.99	289.02	4704.07	5594.3	3303	6294.04	6887.62	1331.57	669.92	4268.94	1963.57	2835.7	651.58	1909.85	941.27	2976.74
PQLC1	80148	555.41	1519.15	476.71	587.13	1605.83	575.03	974.5	532.74	607.87	392.44	708.18	2193.99	679.29	995	547.75	674.59	909.17	669.92	567.1	647.07	708.18	507.46	518.15	395.18	674.59	532.74	854.13	866.07	1066.48	567.1	872.1	866.07
F2	2147	0	31.45	0	2.58	0.27	0	0	7	2.61	4.13	48.52	24.81	3.56	2.68	1.33	0	0	0	4.58	4.74	0.39	0	29.7	0	0	0.38	13.22	0.29	17.9	0	16.03	6.94
MCOLN2	255231	3.32	38.95	13.42	24.63	3.5	51.35	11.13	81.14	36.79	6.84	10	1.33	120.1	15.56	24.99	31.67	14.14	24.11	31.9	127.89	9.13	9.06	9.13	14.56	102.25	40.64	18.43	8.45	15	8.92	12.18	15.91
ESF1	51575	119.26	171.45	150.17	165.57	154.42	169.07	113.56	223.41	199.85	45.53	195.72	108.9	154.42	190.34	169.07	158.79	134.3	151.22	143.01	201.25	186.4	226.54	256.78	187.71	209.84	215.77	94.01	185.11	92.7	85.82	190.34	122.64
NKIRAS1	28512	525.39	223.41	253.23	251.48	307.69	169.07	412	214.27	381.68	638.15	299.25	373.81	208.38	299.25	246.28	309.83	376.41	267.73	307.69	303.44	248	253.23	178.77	275.28	217.27	327.56	191.67	493.56	406.31	346.29	119.26	567.1
STPG1	90529	185.11	186.4	441.64	209.84	159.9	262.2	190.34	279.14	239.52	511	171.45	81.71	208.38	246.28	381.68	316.37	297.17	198.47	218.79	166.73	170.25	336.79	334.46	309.83	173.85	327.56	253.23	198.47	341.51	249.73	74.58	181.28
ZFP37	7539	14.14	26.67	43.94	82.29	18.7	52.08	22.59	281.09	60.39	33.54	24.99	25.35	142.01	30.78	194.36	45.21	93.35	22.43	66.65	128.79	37.85	141.02	86.43	91.41	86.43	111.21	52.82	37.85	60.82	25.35	135.24	29.27
CALML4	91860	3212.66	356.05	226.54	171.45	679.29	476.71	1030.12	373.81	217.27	2796.65	1350.18	1250.98	426.57	947.83	226.54	579.04	351.14	320.8	336.79	591.22	872.1	417.77	318.57	98.04	397.93	587.13	303.44	607.87	507.46	1819.35	170.25	217.27
SLC46A3	283537	117.6	651.58	299.25	187.71	256.78	633.73	674.59	368.65	518.15	94.01	239.52	371.22	563.18	884.29	224.97	348.71	521.76	301.33	555.41	934.76	518.15	412	493.56	463.65	366.09	414.87	343.89	555.41	224.97	417.77	163.28	679.29
DPP7	29952	1540.37	3515.68	3665.02	4937.99	2555.58	3168.41	808	5791.62	1857.6	1617	3039.3	3639.7	4736.79	1350.18	3419.52	4181.07	2178.83	2520.38	2061.24	2664.15	2367.9	2739.08	1340.84	1950	3190.46	2209.26	5441.3	1745.2	2976.74	2855.44	2032.85	2104.58
NFKBIA	4792	1051.79	2163.77	1963.57	2895.31	1487.87	4607.24	1769.57	2997.45	2976.74	1159.07	3467.27	1583.71	5954.47	2090.03	2335.28	1651	4268.94	5831.91	5751.61	5403.7	2240.11	1896.65	3103.19	3146.52	6207.38	3280.18	3540.14	2061.24	2271.4	1277.29	7857.29	1233.75
BRDT	676	0	0	0.05	0	0	1.62	0	0.04	0.06	0	0	2.39	0	0	0.38	0	0	0.11	0	0.06	0.8	0	0	0.21	0.52	0	0	0	0	0.16	0	0.27
ZCCHC8	55596	190.34	189.02	346.29	371.22	309.83	291.04	208.38	599.49	273.37	151.22	264.03	283.05	303.44	220.32	447.82	307.69	241.19	295.11	353.59	320.8	283.05	441.64	242.88	318.57	297.17	356.05	255	211.31	283.05	197.09	624.99	255
AC110619.2	0	8.45	3.32	12.74	7.82	14.14	4.06	4.7	115.97	4.62	1.97	14.45	5.82	5.54	5.68	19.82	8.85	1.81	5.11	5.32	6.16	5.68	4.28	1.58	13.72	1.87	5.68	8.13	0	10.71	5.63	8.19	2.86
NSFL1C	55968	2047	1216.75	1508.65	1594.73	1605.83	2004.85	1685.71	1259.69	2119.22	2351.53	1388.16	1498.22	1870.53	1662.49	1529.73	1417.35	1709.26	2609.3	1781.89	1447.15	1498.22	1340.84	2104.58	1674.06	1870.53	1977.24	1963.57	1519.15	2758.13	1551.09	1313.23	1709.26
1-Mar	55016	7.94	50.27	67.59	56.28	38.95	217.27	26.1	155.5	89.51	4.98	31	15.22	189.02	51.35	64.34	68.55	42.11	90.14	58.71	309.83	75.11	45.85	75.64	57.89	190.34	134.3	21.63	16.51	18.56	16.63	19.39	51.71
AZGP1	563	5329.3	4268.94	563.18	8.13	9409.14	1111.82	5441.3	12.64	1183.45	5517.27	9606.86	12943.04	1457.23	7857.29	49.21	2303.12	3540.14	2701.35	967.76	1268.46	2956.17	595.34	669.92	109.66	708.18	624.99	1397.83	14262.1	748.61	1407.55	384.34	7589.61
PLAC9	219348	170.25	114.36	656.11	848.22	85.82	406.31	124.37	460.44	497	217.27	127.89	190.34	486.75	46.5	642.59	241.19	339.14	173.85	146.03	22.1	163.28	802.41	62.12	224.97	273.37	638.15	954.43	94.67	293.07	285.03	529.06	127
WAS	7454	31.22	104.42	38.12	40.07	92.7	371.22	73.54	100.83	90.77	8.78	43.63	22.75	371.22	59.13	59.55	83.45	136.19	113.56	111.99	373.81	79.45	38.12	78.34	35	500.46	163.28	31.9	50.63	91.41	43.63	33.06	42.11
GADL1	339896	10.31	8.13	63.89	9.85	0	11.3	8.19	44.57	21.63	34.51	13.03	12.27	11.82	9.2	69.52	7.94	0	9.85	20.11	7.94	10.24	35	0	15.68	7.94	9.2	7.94	11.47	8.92	13.32	9.13	9.41
ATP7B	540	52.82	117.6	114.36	29.7	97.36	101.54	104.42	83.45	88.26	16.51	66.18	81.14	72.52	132.44	135.24	108.14	126.12	41.81	123.5	111.99	138.1	80.57	153.34	75.64	65.26	63.89	54.72	133.36	40.07	82.87	24.11	84.63
HMGCL	3155	6164.49	3820.7	2555.58	1447.15	3018.3	1857.6	3280.18	1277.29	2485.67	5517.27	3614.55	2915.45	1991	3146.52	2004.85	2915.45	2591.27	1757.34	2004.85	1651	2855.44	2148.82	1883.54	1733.13	1540.37	1950	2032.85	3103.19	2240.11	4328.55	890.44	2502.97
USP50	373509	8.06	0	4.46	6.67	4.5	8.25	7.34	1.25	3	8.45	11.64	4.43	6.78	8.92	16.63	8.13	8.45	6.46	11.91	2.92	8.92	4.35	1.87	4.7	4.5	8.25	0	0	0	8	4.58	4.1
MST4	0	27.44	23.59	84.04	62.12	33.06	75.11	55.89	1104.13	171.45	68.55	31.22	21.01	187.71	57.49	157.68	79.45	76.17	69.03	147.06	242.88	86.43	264.03	102.97	105.15	239.52	108.9	96.68	97.36	47.5	32.36	74.06	117.6
PRR22	163154	40.64	70.51	26.28	2.76	12.36	28.45	26.1	37.05	24.99	21.63	42.71	59.97	48.87	51.35	43.32	85.22	24.46	72.52	14.89	29.7	45.53	41.22	25.72	35.5	23.76	29.7	27.25	14.35	8.65	22.75	17.9	59.97
ERAP1	51752	353.59	341.51	559.28	748.61	551.56	470.14	555.41	921.88	1073.91	150.17	323.03	237.86	825	536.45	447.82	256.78	825	647.07	1119.56	1651	587.13	656.11	1066.48	412	819.3	1066.48	420.68	638.15	387.02	329.84	684.02	381.68
MLKL	197259	75.11	42.41	77.79	249.73	106.63	153.34	51.71	113.56	64.34	90.14	106.63	153.34	177.53	63.45	72.52	63	61.68	395.18	183.82	123.5	71.5	99.43	169.07	50.27	177.53	153.34	149.12	32.13	223.41	91.41	813.63	59.97
CSNK1E	1454	493.56	629.35	753.83	1832.01	1322.37	1242.34	669.92	1857.6	836.53	444.72	679.29	1322.37	1111.82	825	1304.15	1008.9	679.29	1457.23	1388.16	1259.69	954.43	1088.92	1044.52	995	1001.93	1313.23	1225.22	470.14	988.12	612.11	1685.71	974.5
PRSS8	5652	1096.5	6471.02	13968.57	7911.95	3018.3	2573.36	7032.37	567.1	4972.34	521.76	1369.04	3955.48	3419.52	4512.4	8658.09	4512.4	8778.97	9876.98	3103.19	1397.83	2240.11	6887.62	1143.1	4268.94	713.11	2335.28	2645.74	7966.99	423.61	3639.7	406.31	1295.13
ZSCAN25	221785	77.79	167.9	126.12	90.77	116.78	198.47	175.07	237.86	189.02	136.19	120.94	108.9	178.77	177.53	197.09	194.36	169.07	212.78	149.12	253.23	212.78	171.45	144.01	161.02	208.38	178.77	98.73	134.3	106.63	117.6	115.97	150.17
CCNJ	54619	39.5	49.91	27.64	34.26	72.52	70.01	51.71	105.15	93.35	41.81	34.51	38.95	78.34	74.06	53.57	85.22	43.94	120.94	83.45	84.63	83.45	46.5	73.54	59.13	87.65	87.65	47.84	45.53	45.21	47.5	84.63	95.34
PDXP	57026	780.44	229.72	309.83	80.57	693.58	281.09	423.61	223.41	175.07	813.63	595.34	842.36	297.17	571.05	291.04	220.32	283.05	220.32	211.31	186.4	244.57	283.05	237.86	248	193.01	387.02	234.57	603.67	256.78	769.69	287.01	297.17
ZNF229	7772	46.84	18.97	38.95	80.01	58.71	41.22	32.13	74.58	139.07	118.43	65.72	120.1	46.18	56.68	169.07	70.01	40.36	75.11	136.19	301.33	139.07	77.79	78.34	23.76	28.45	241.19	94.67	58.71	58.3	85.22	142.01	95.34
BCL9L	283149	112.77	258.57	103.69	156.59	305.55	490.14	305.55	463.65	444.72	141.02	121.79	138.1	327.56	579.04	191.67	363.56	373.81	536.45	309.83	890.44	514.56	134.3	567.1	624.99	743.43	303.44	218.79	234.57	253.23	91.41	186.4	507.46
DPYSL4	10570	1.3	2.71	2.94	33.54	2.66	12	3.86	33.78	12.18	1.85	0	0.15	72.52	0.39	12.83	2.58	7.06	15.8	6.36	5.92	5.68	3.86	1.73	7.82	66.65	46.84	1.22	0.65	0.74	0	23.93	0.82
FEN1	2237	115.97	173.85	159.9	90.14	137.14	246.28	186.4	141.02	303.44	153.34	141.02	131.51	241.19	172.65	153.34	209.84	249.73	244.57	156.59	215.77	249.73	153.34	490.14	195.72	246.28	162.14	129.69	211.31	100.83	134.3	123.5	157.68
WFDC10B	280664	0	10.63	0	11.73	2.23	0	0	0	0	0	4.31	4.39	1.39	0	2.41	4.28	0	0	0	1.5	0	0	0	0	6.31	6.21	0	0	0	0	0	0
PITHD1	57095	967.76	571.05	1350.18	872.1	995	947.83	1044.52	796.86	785.88	1388.16	603.67	896.64	928.3	808	738.29	848.22	791.35	1233.75	775.05	878.17	693.58	967.76	967.76	808	941.27	1015.93	728.11	1081.39	1030.12	1008.9	802.41	1457.23
NDUFB4	4710	13306.94	8363.13	9606.86	6699.25	5329.3	4239.45	6561.36	3901.01	6935.54	17437.64	6983.79	8305.36	4481.23	5403.7	5995.9	6207.38	6840.04	4298.64	4671.57	4481.23	4704.07	7966.99	5255.91	7032.37	3665.02	4903.87	6983.79	9215.48	9409.14	9409.14	4152.18	7130.55
GLUD1	2746	11584.24	7081.29	3589.58	3060.45	3515.68	3168.41	8247.98	1991	4328.55	8538.88	5831.91	5147.73	2816.11	4512.4	2915.45	4419.52	5672.41	4298.64	4769.75	4152.18	4038.61	3928.15	4769.75	2520.38	2682.69	4038.61	3168.41	7589.61	2417.67	6207.38	2133.97	4038.61
KRT83	3889	0	0	0	0	0.75	0.53	1.01	0.42	2.78	1.11	0	0	0	0	0	0	0	0	0.3	0.82	0	0	0	0.46	0	0.51	0	0	0	0	3.76	0
DLST	1743	6079.61	3955.48	2193.99	1662.49	2835.7	2664.15	4937.99	1709.26	3540.14	7230.1	2537.92	2163.77	2224.63	5633.22	1963.57	3847.29	3820.7	2032.85	2682.69	2758.13	3303	2148.82	4239.45	2384.37	2451.44	2163.77	1963.57	3372.43	2319.15	3168.41	1794.29	3491.39
CNKSR1	10256	14.03	87.65	480.04	63.45	293.07	503.95	165.57	1508.65	463.65	20.86	125.24	78.89	255	117.6	860.08	647.07	237.86	148.09	363.56	72.52	406.31	915.51	88.26	379.04	87.65	246.28	353.59	64.8	145.02	190.34	403.5	70.51
RNASE3	6037	1.57	7.06	0	0.6	0.93	11.04	0	0	5.68	0	0	0	0.49	1.73	0	4.24	1.04	2.78	1.69	1.46	3.2	0	0	0	4.5	0.77	0	2.29	2.27	0.83	1.87	0
TMEM167A	153339	2720.15	825	1143.1	1745.2	708.18	713.11	1104.13	961.07	878.17	2224.63	961.07	819.3	791.35	1096.5	981.29	934.76	1119.56	988.12	902.89	753.83	808	1378.57	1340.84	854.13	848.22	1250.98	1259.69	1001.93	1733.13	1127.35	825	1111.82
LRRC15	131578	4.39	5.15	0.12	2.29	0.41	1.89	1.22	7.4	2.89	2.76	0.51	1.38	2.56	5.77	1.77	38.4	2.61	39.79	19.53	8.85	0.16	2.41	0.92	0.12	8.78	0.16	0.15	3.2	0	6.31	0.88	2.14
VWA3B	200403	0	5.23	22.26	3.86	2.92	6.31	2.78	22.1	17.9	14.35	4.13	5.63	4.66	0	31.45	5.54	13.42	0	4.94	0	8.85	22.92	10.16	20.11	12.18	11.82	3.38	10.47	3.23	9.56	0	4.39
ZNF300	91975	30.78	23.76	55.1	97.36	22.26	68.55	20.11	309.83	62.56	8.78	85.22	32.13	61.68	33.3	212.78	100.83	48.18	65.72	78.89	100.13	87.65	273.37	90.14	97.36	53.57	98.73	36.27	14.45	31.67	33.3	35.5	111.21
CCSAP	126731	16.27	14.89	46.84	53.19	34.02	50.27	18.29	75.11	37.32	16.88	28.65	19.82	78.34	16.51	70.51	42.71	29.7	28.86	43.32	108.9	38.4	84.63	31	39.5	50.63	100.13	21.78	7.63	27.05	17.77	18.97	40.36
LL22NC03-75H12.2	0	0	1.17	5.73	8.78	1.77	5.11	0	3.47	2.92	0	1.5	0	0	0	0	3.14	2.76	6.78	0	2.86	0	1.57	0	3.44	4.43	4.78	0	0	1.69	0	0	0
ANGEL2	90806	368.65	211.31	226.54	432.53	228.13	371.22	226.54	583.07	291.04	318.57	397.93	232.94	406.31	379.04	273.37	371.22	267.73	463.65	371.22	785.88	366.09	361.04	423.61	197.09	423.61	432.53	358.54	214.27	152.28	279.14	191.67	358.54
NUMA1	4926	2061.24	2018.8	3614.55	2384.37	3081.75	3303	2417.67	6381.92	2645.74	2090.03	2739.08	2351.53	3794.3	1896.65	5555.65	4181.07	2047	1617	3103.19	4152.18	2384.37	4210.15	2133.97	2935.74	3467.27	3639.7	3060.45	1794.29	2664.15	2816.11	1806.78	3124.78
FBXL19	54620	57.49	116.78	107.38	55.49	209.84	202.66	150.17	409.15	151.22	86.43	67.12	110.43	204.07	142.01	224.97	209.84	120.94	92.7	178.77	138.1	191.67	151.22	186.4	301.33	152.28	223.41	149.12	82.87	178.77	80.01	175.07	169.07
RAET1L	154064	0	4.74	4.7	90.77	8.99	77.25	0	0	25.35	14.03	0	0	14.35	8.19	0	23.08	15.68	33.3	12.27	10.39	7.57	5.73	10.08	73.03	11.55	114.36	4.28	0	0	5.23	0	0
TMPRSS5	80975	0	1.39	2.94	8.78	0.93	2.71	0.39	2.81	2.66	5.11	3.99	5.5	2.89	0.97	5.68	6.31	3.2	23.59	3.69	8.13	2.61	6.57	0	7.63	3.08	2.46	3.41	1	0.56	3.66	5.87	4.74
SAC3D1	29901	82.29	136.19	178.77	34.02	140.04	193.01	122.64	152.28	161.02	187.71	126.12	87.65	190.34	165.57	169.07	110.43	148.09	97.36	95.34	91.41	158.79	99.43	351.14	121.79	214.27	125.24	143.01	113.56	199.85	141.02	44.57	155.5
STRA8	346673	0.53	17.77	3.29	0.21	0.73	2.86	0.11	0.4	13.62	4.62	3.86	1.95	4.46	18.43	2.81	10.96	1.25	1.23	2.16	1.69	5.02	8.25	1.45	1.25	3.76	0	2.2	2.46	4.78	0.12	0	0.16
TUSC3	7991	638.15	1199.98	2319.15	3820.7	397.93	2367.9	1159.07	1037.29	3443.31	329.84	651.58	723.08	2520.38	669.92	974.5	1883.54	4543.8	651.58	2520.38	1769.57	884.29	1883.54	4450.27	1008.9	1832.01	3124.78	2895.31	454.09	379.04	1216.75	934.76	1183.45
BCL2L15	440603	3.99	17.9	36.53	97.36	16.39	371.22	24.63	187.71	88.26	8.45	15.68	1.95	157.68	17.9	27.25	92.7	47.17	208.38	39.5	258.57	61.68	65.72	93.35	86.43	177.53	387.02	148.09	18.56	39.79	14.35	8	45.53
ATP2B2	491	0.37	1	13.93	26.67	5.06	2.43	2.43	397.93	5.02	8.85	9.78	0	7.34	1.81	105.89	1.73	0.27	3.69	11.04	1.19	8.51	55.89	0.79	19.82	8	9.34	0	1.58	2.36	16.03	2.89	6.89
ASGR2	433	23.76	89.51	5.19	4.43	35.76	109.66	19.25	3.5	20.56	78.89	37.32	50.98	92.05	17.13	4.46	88.88	37.32	15.34	56.28	68.07	58.3	20.41	19.53	11.38	92.05	16.39	6.73	115.16	79.45	18.97	3.08	18.03
PTPN21	11099	132.44	130.6	205.5	267.73	202.66	231.32	228.13	866.07	253.23	142.01	314.17	112.77	145.02	381.68	395.18	536.45	205.5	153.34	483.38	466.88	429.54	346.29	157.68	327.56	271.48	423.61	228.13	218.79	175.07	341.51	169.07	229.72
SPIRE1	56907	231.32	152.28	361.04	3847.29	368.65	547.75	361.04	450.94	759.08	525.39	389.72	329.84	204.07	176.29	336.79	967.76	299.25	423.61	1159.07	669.92	454.09	323.03	423.61	842.36	463.65	791.35	503.95	521.76	116.78	358.54	567.1	595.34
